Date,Time,Zone,Device,PPM,VOC
12/21/2021,19:59,Zone2,T2,423,3
12/21/2021,19:59,Zone1,T3,0,0
12/21/2021,19:59,Zone1,T4,0,0
12/21/2021,20:00,Zone1,T1,615,32
12/21/2021,20:00,Zone1,T2,552,23
12/21/2021,20:00,Zone2,T1,624,34
12/21/2021,20:00,Zone2,T2,606,31
12/21/2021,20:00,Zone1,T3,0,0
12/21/2021,20:00,Zone1,T4,0,0
12/21/2021,20:01,Zone1,T1,589,28
12/21/2021,20:01,Zone1,T2,552,23
12/21/2021,20:01,Zone2,T1,631,35
12/21/2021,20:01,Zone2,T2,437,5
12/21/2021,20:01,Zone1,T3,0,0
12/21/2021,20:01,Zone1,T4,0,0
12/21/2021,20:02,Zone1,T1,631,35
12/21/2021,20:02,Zone1,T2,552,23
12/21/2021,20:02,Zone2,T1,645,37
12/21/2021,20:02,Zone2,T2,625,34
12/21/2021,20:04,Zone1,T1,607,31
12/21/2021,20:04,Zone1,T2,552,23
12/21/2021,20:04,Zone2,T1,641,36
12/21/2021,20:04,Zone2,T2,625,34
12/21/2021,20:04,Zone1,T3,0,0
12/21/2021,20:04,Zone1,T4,0,0
12/21/2021,20:05,Zone1,T1,627,34
12/21/2021,20:05,Zone1,T2,552,23
12/21/2021,20:05,Zone2,T1,659,39
12/21/2021,20:05,Zone2,T2,470,10
12/21/2021,20:05,Zone1,T3,0,0
12/21/2021,20:05,Zone1,T4,0,0
12/21/2021,20:06,Zone1,T1,633,35
12/21/2021,20:06,Zone1,T2,552,23
12/21/2021,20:06,Zone2,T1,666,40
12/21/2021,20:06,Zone2,T2,457,8
12/21/2021,20:06,Zone1,T3,0,0
12/21/2021,20:06,Zone1,T4,0,0
12/21/2021,20:08,Zone1,T1,641,36
12/21/2021,20:08,Zone1,T2,552,23
12/21/2021,20:08,Zone2,T1,666,40
12/21/2021,20:08,Zone2,T2,459,8
12/21/2021,20:08,Zone1,T3,0,0
12/21/2021,20:08,Zone1,T4,0,0
12/21/2021,20:09,Zone1,T1,641,36
12/21/2021,20:09,Zone1,T2,552,23
12/21/2021,20:10,Zone1,T1,591,29
12/21/2021,20:10,Zone1,T2,552,23
12/21/2021,20:10,Zone2,T1,594,29
12/21/2021,20:10,Zone2,T2,419,2
12/21/2021,20:10,Zone1,T3,0,0
12/21/2021,20:10,Zone1,T4,0,0
12/21/2021,20:11,Zone1,T1,641,36
12/21/2021,20:11,Zone1,T2,552,23
12/21/2021,20:11,Zone2,T1,623,33
12/21/2021,20:11,Zone2,T2,487,13
12/21/2021,20:11,Zone1,T3,0,0
12/21/2021,20:11,Zone1,T4,0,0
12/21/2021,20:12,Zone1,T1,646,37
12/21/2021,20:12,Zone1,T2,552,23
12/21/2021,20:12,Zone2,T1,690,44
12/21/2021,20:12,Zone2,T2,451,7
12/21/2021,20:13,Zone1,T1,633,35
12/21/2021,20:13,Zone1,T2,552,23
12/21/2021,20:13,Zone2,T1,679,42
12/21/2021,20:13,Zone2,T2,492,14
12/21/2021,20:13,Zone1,T3,0,0
12/21/2021,20:13,Zone1,T4,0,0
12/21/2021,20:14,Zone1,T1,659,39
12/21/2021,20:14,Zone1,T2,552,23
12/21/2021,20:14,Zone2,T1,603,30
12/21/2021,20:14,Zone2,T2,448,7
12/21/2021,20:14,Zone1,T3,0,0
12/21/2021,20:14,Zone1,T4,0,0
12/21/2021,20:16,Zone1,T1,624,34
12/21/2021,20:16,Zone1,T2,552,23
12/21/2021,20:16,Zone2,T1,690,44
12/21/2021,20:16,Zone2,T2,422,3
12/21/2021,20:17,Zone1,T1,672,41
12/21/2021,20:17,Zone1,T2,552,23
12/21/2021,20:17,Zone2,T1,690,44
12/21/2021,20:17,Zone2,T2,520,18
12/21/2021,20:17,Zone1,T3,0,0
12/21/2021,20:17,Zone1,T4,0,0
12/21/2021,20:18,Zone1,T1,665,40
12/21/2021,20:18,Zone1,T2,552,23
12/21/2021,20:18,Zone2,T1,614,32
12/21/2021,20:18,Zone2,T2,434,5
12/21/2021,20:18,Zone1,T3,0,0
12/21/2021,20:18,Zone1,T4,0,0
12/21/2021,20:19,Zone1,T1,618,33
12/21/2021,20:19,Zone1,T2,552,23
12/21/2021,20:19,Zone2,T1,618,33
12/21/2021,20:19,Zone2,T2,557,23
12/21/2021,20:19,Zone1,T3,0,0
12/21/2021,20:19,Zone1,T4,0,0
12/21/2021,20:20,Zone1,T1,688,43
12/21/2021,20:20,Zone1,T2,552,23
12/21/2021,20:20,Zone2,T1,717,48
12/21/2021,20:20,Zone2,T2,423,3
12/21/2021,20:21,Zone1,T1,678,42
12/21/2021,20:21,Zone1,T2,552,23
12/21/2021,20:21,Zone2,T1,702,46
12/21/2021,20:21,Zone2,T2,566,25
12/21/2021,20:21,Zone1,T3,0,0
12/21/2021,20:21,Zone1,T4,0,0
12/21/2021,20:22,Zone1,T1,646,37
12/21/2021,20:22,Zone1,T2,552,23
12/21/2021,20:22,Zone2,T1,626,34
12/21/2021,20:22,Zone2,T2,447,7
12/21/2021,20:22,Zone1,T3,0,0
12/21/2021,20:22,Zone1,T4,0,0
12/21/2021,20:23,Zone1,T1,650,38
12/21/2021,20:23,Zone1,T2,552,23
12/21/2021,20:23,Zone2,T1,692,44
12/21/2021,20:23,Zone2,T2,571,26
12/21/2021,20:23,Zone1,T3,0,0
12/21/2021,20:23,Zone1,T4,0,0
12/21/2021,20:24,Zone1,T1,688,43
12/21/2021,20:24,Zone1,T2,552,23
12/21/2021,20:24,Zone2,T1,692,44
12/21/2021,20:24,Zone2,T2,481,12
12/21/2021,20:24,Zone1,T3,0,0
12/21/2021,20:24,Zone1,T4,0,0
12/21/2021,20:25,Zone1,T1,672,41
12/21/2021,20:25,Zone1,T2,552,23
12/21/2021,20:25,Zone2,T1,710,47
12/21/2021,20:25,Zone2,T2,571,26
12/21/2021,20:25,Zone1,T3,0,0
12/21/2021,20:25,Zone1,T4,0,0
12/21/2021,20:26,Zone1,T1,678,42
12/21/2021,20:26,Zone1,T2,552,23
12/21/2021,20:26,Zone2,T1,646,37
12/21/2021,20:26,Zone2,T2,452,7
12/21/2021,20:26,Zone1,T3,0,0
12/21/2021,20:26,Zone1,T4,0,0
12/21/2021,20:27,Zone1,T1,682,42
12/21/2021,20:27,Zone1,T2,552,23
12/21/2021,20:27,Zone2,T1,675,41
12/21/2021,20:27,Zone2,T2,588,28
12/21/2021,20:27,Zone1,T3,0,0
12/21/2021,20:27,Zone1,T4,0,0
12/21/2021,20:28,Zone1,T1,672,41
12/21/2021,20:28,Zone1,T2,552,23
12/21/2021,20:28,Zone2,T1,692,44
12/21/2021,20:28,Zone2,T2,457,8
12/21/2021,20:28,Zone1,T3,0,0
12/21/2021,20:28,Zone1,T4,0,0
12/21/2021,20:29,Zone1,T1,641,36
12/21/2021,20:29,Zone1,T2,552,23
12/21/2021,20:29,Zone2,T1,717,48
12/21/2021,20:29,Zone2,T2,606,31
12/21/2021,20:29,Zone1,T3,0,0
12/21/2021,20:29,Zone1,T4,0,0
12/21/2021,20:30,Zone1,T1,712,47
12/21/2021,20:30,Zone1,T2,552,23
12/21/2021,20:30,Zone2,T1,671,41
12/21/2021,20:30,Zone2,T2,454,8
12/21/2021,20:32,Zone1,T1,679,42
12/21/2021,20:32,Zone1,T2,552,23
12/21/2021,20:32,Zone2,T1,699,45
12/21/2021,20:32,Zone2,T2,448,7
12/21/2021,20:32,Zone1,T3,0,0
12/21/2021,20:32,Zone1,T4,0,0
12/21/2021,20:33,Zone1,T1,704,46
12/21/2021,20:33,Zone1,T2,552,23
12/21/2021,20:33,Zone2,T1,710,47
12/21/2021,20:33,Zone2,T2,656,39
12/21/2021,20:33,Zone1,T3,0,0
12/21/2021,20:33,Zone1,T4,0,0
12/21/2021,20:34,Zone1,T1,694,44
12/21/2021,20:34,Zone1,T2,552,23
12/21/2021,20:34,Zone2,T1,702,46
12/21/2021,20:34,Zone2,T2,461,9
12/21/2021,20:34,Zone1,T3,0,0
12/21/2021,20:34,Zone1,T4,0,0
12/21/2021,20:35,Zone1,T1,715,47
12/21/2021,20:35,Zone1,T2,552,23
12/21/2021,20:36,Zone1,T1,719,48
12/21/2021,20:36,Zone1,T2,552,23
12/21/2021,20:36,Zone2,T1,717,48
12/21/2021,20:36,Zone2,T2,457,8
12/21/2021,20:36,Zone1,T3,0,0
12/21/2021,20:36,Zone1,T4,0,0
12/21/2021,20:37,Zone1,T1,686,43
12/21/2021,20:37,Zone1,T2,552,23
12/21/2021,20:37,Zone2,T1,768,56
12/21/2021,20:37,Zone2,T2,600,30
12/21/2021,20:37,Zone1,T3,0,0
12/21/2021,20:37,Zone1,T4,0,0
12/21/2021,20:38,Zone1,T1,686,43
12/21/2021,20:38,Zone1,T2,552,23
12/21/2021,20:38,Zone2,T1,686,43
12/21/2021,20:38,Zone2,T2,461,9
12/21/2021,20:38,Zone1,T3,0,0
12/21/2021,20:38,Zone1,T4,0,0
12/21/2021,20:39,Zone1,T1,737,51
12/21/2021,20:39,Zone1,T2,552,23
12/21/2021,20:39,Zone2,T1,732,50
12/21/2021,20:39,Zone2,T2,571,26
12/21/2021,20:39,Zone1,T3,0,0
12/21/2021,20:39,Zone1,T4,0,0
12/21/2021,20:40,Zone1,T1,746,52
12/21/2021,20:40,Zone1,T2,552,23
12/21/2021,20:40,Zone2,T1,754,53
12/21/2021,20:40,Zone2,T2,462,9
12/21/2021,20:40,Zone1,T3,0,0
12/21/2021,20:40,Zone1,T4,0,0
12/21/2021,20:41,Zone1,T1,700,45
12/21/2021,20:41,Zone1,T2,552,23
12/21/2021,20:41,Zone2,T1,761,54
12/21/2021,20:41,Zone2,T2,530,19
12/21/2021,20:42,Zone1,T1,757,54
12/21/2021,20:42,Zone1,T2,552,23
12/21/2021,20:42,Zone2,T1,717,48
12/21/2021,20:42,Zone2,T2,505,15
12/21/2021,20:42,Zone1,T3,0,0
12/21/2021,20:42,Zone1,T4,0,0
12/21/2021,20:43,Zone1,T1,704,46
12/21/2021,20:43,Zone1,T2,552,23
12/21/2021,20:43,Zone2,T1,744,52
12/21/2021,20:43,Zone2,T2,488,13
12/21/2021,20:43,Zone1,T3,0,0
12/21/2021,20:43,Zone1,T4,0,0
12/21/2021,20:45,Zone1,T1,765,55
12/21/2021,20:45,Zone1,T2,552,23
12/21/2021,20:45,Zone2,T1,761,54
12/21/2021,20:45,Zone2,T2,473,11
12/21/2021,20:45,Zone1,T3,0,0
12/21/2021,20:45,Zone1,T4,0,0
12/21/2021,20:46,Zone1,T1,757,54
12/21/2021,20:46,Zone1,T2,552,23
12/21/2021,20:46,Zone2,T1,717,48
12/21/2021,20:46,Zone2,T2,505,15
12/21/2021,20:47,Zone1,T1,740,51
12/21/2021,20:47,Zone1,T2,552,23
12/21/2021,20:47,Zone2,T1,780,57
12/21/2021,20:47,Zone2,T2,452,7
12/21/2021,20:47,Zone1,T3,0,0
12/21/2021,20:47,Zone1,T4,0,0
12/21/2021,20:48,Zone1,T1,752,53
12/21/2021,20:48,Zone1,T2,552,23
12/21/2021,20:49,Zone1,T1,704,46
12/21/2021,20:49,Zone1,T2,552,23
12/21/2021,20:49,Zone2,T1,694,44
12/21/2021,20:49,Zone2,T2,485,12
12/21/2021,20:49,Zone1,T3,0,0
12/21/2021,20:49,Zone1,T4,0,0
12/21/2021,20:50,Zone1,T1,715,47
12/21/2021,20:50,Zone1,T2,552,23
12/21/2021,20:50,Zone2,T1,737,51
12/21/2021,20:50,Zone2,T2,564,24
12/21/2021,20:50,Zone1,T3,0,0
12/21/2021,20:50,Zone1,T4,0,0
12/21/2021,20:51,Zone1,T1,748,53
12/21/2021,20:51,Zone1,T2,552,23
12/21/2021,20:51,Zone2,T1,798,60
12/21/2021,20:51,Zone2,T2,481,12
12/21/2021,20:51,Zone1,T3,0,0
12/21/2021,20:51,Zone1,T4,0,0
12/21/2021,20:52,Zone1,T1,682,42
12/21/2021,20:52,Zone1,T2,552,23
12/21/2021,20:52,Zone2,T1,768,56
12/21/2021,20:52,Zone2,T2,569,25
12/21/2021,20:52,Zone1,T3,0,0
12/21/2021,20:52,Zone1,T4,0,0
12/21/2021,20:53,Zone1,T1,715,47
12/21/2021,20:53,Zone1,T2,552,23
12/21/2021,20:53,Zone2,T1,715,47
12/21/2021,20:53,Zone2,T2,462,9
12/21/2021,20:53,Zone1,T3,0,0
12/21/2021,20:53,Zone1,T4,0,0
12/21/2021,20:55,Zone1,T1,785,58
12/21/2021,20:55,Zone1,T2,552,23
12/21/2021,20:55,Zone2,T1,780,57
12/21/2021,20:55,Zone2,T2,482,12
12/21/2021,20:55,Zone1,T3,0,0
12/21/2021,20:55,Zone1,T4,0,0
12/21/2021,20:56,Zone1,T1,733,50
12/21/2021,20:56,Zone1,T2,552,23
12/21/2021,20:56,Zone2,T1,798,60
12/21/2021,20:56,Zone2,T2,591,29
12/21/2021,20:56,Zone1,T3,0,0
12/21/2021,20:56,Zone1,T4,0,0
12/21/2021,20:57,Zone1,T1,795,60
12/21/2021,20:57,Zone1,T2,552,23
12/21/2021,20:57,Zone2,T1,821,64
12/21/2021,20:57,Zone2,T2,473,11
12/21/2021,20:57,Zone1,T3,0,0
12/21/2021,20:57,Zone1,T4,0,0
12/21/2021,20:59,Zone1,T1,726,49
12/21/2021,20:59,Zone1,T2,552,23
12/21/2021,20:59,Zone2,T1,804,61
12/21/2021,20:59,Zone2,T2,464,9
12/21/2021,20:59,Zone1,T3,0,0
12/21/2021,20:59,Zone1,T4,0,0
12/21/2021,21:01,Zone1,T1,674,41
12/21/2021,21:01,Zone1,T2,552,23
12/21/2021,21:01,Zone2,T1,759,54
12/21/2021,21:01,Zone2,T2,459,8
12/21/2021,21:02,Zone1,T1,749,53
12/21/2021,21:02,Zone1,T2,552,23
12/21/2021,21:02,Zone2,T1,798,60
12/21/2021,21:02,Zone2,T2,625,34
12/21/2021,21:02,Zone1,T3,0,0
12/21/2021,21:02,Zone1,T4,0,0
12/21/2021,21:03,Zone1,T1,749,53
12/21/2021,21:03,Zone1,T2,552,23
12/21/2021,21:03,Zone2,T1,791,59
12/21/2021,21:03,Zone2,T2,464,9
12/21/2021,21:03,Zone1,T3,0,0
12/21/2021,21:03,Zone1,T4,0,0
12/21/2021,21:04,Zone1,T1,817,63
12/21/2021,21:04,Zone1,T2,552,23
12/21/2021,21:04,Zone2,T1,834,66
12/21/2021,21:04,Zone2,T2,646,37
12/21/2021,21:05,Zone1,T1,817,63
12/21/2021,21:05,Zone1,T2,552,23
12/21/2021,21:05,Zone2,T1,793,59
12/21/2021,21:05,Zone2,T2,462,9
12/21/2021,21:05,Zone1,T3,0,0
12/21/2021,21:05,Zone1,T4,0,0
12/21/2021,21:06,Zone1,T1,832,65
12/21/2021,21:06,Zone1,T2,552,23
12/21/2021,21:06,Zone2,T1,800,60
12/21/2021,21:06,Zone2,T2,694,44
12/21/2021,21:07,Zone1,T1,692,44
12/21/2021,21:07,Zone1,T2,552,23
12/21/2021,21:07,Zone2,T1,817,63
12/21/2021,21:07,Zone2,T2,478,11
12/21/2021,21:07,Zone1,T3,0,0
12/21/2021,21:07,Zone1,T4,0,0
12/21/2021,21:08,Zone1,T1,798,60
12/21/2021,21:08,Zone1,T2,552,23
12/21/2021,21:08,Zone2,T1,830,65
12/21/2021,21:08,Zone2,T2,693,44
12/21/2021,21:08,Zone1,T3,0,0
12/21/2021,21:08,Zone1,T4,0,0
12/21/2021,21:09,Zone1,T1,763,55
12/21/2021,21:09,Zone1,T2,552,23
12/21/2021,21:09,Zone2,T1,785,58
12/21/2021,21:09,Zone2,T2,478,11
12/21/2021,21:10,Zone1,T1,844,67
12/21/2021,21:10,Zone1,T2,552,23
12/21/2021,21:10,Zone2,T1,793,59
12/21/2021,21:10,Zone2,T2,646,37
12/21/2021,21:10,Zone1,T3,0,0
12/21/2021,21:10,Zone1,T4,0,0
12/21/2021,21:12,Zone1,T1,770,56
12/21/2021,21:12,Zone1,T2,552,23
12/21/2021,21:12,Zone2,T1,821,64
12/21/2021,21:12,Zone2,T2,606,31
12/21/2021,21:13,Zone1,T1,830,65
12/21/2021,21:13,Zone1,T2,552,23
12/21/2021,21:13,Zone2,T1,763,55
12/21/2021,21:13,Zone2,T2,475,11
12/21/2021,21:13,Zone1,T3,0,0
12/21/2021,21:13,Zone1,T4,0,0
12/21/2021,21:14,Zone1,T1,798,60
12/21/2021,21:14,Zone1,T2,552,23
12/21/2021,21:14,Zone2,T1,836,66
12/21/2021,21:14,Zone2,T2,557,23
12/21/2021,21:14,Zone1,T3,0,0
12/21/2021,21:14,Zone1,T4,0,0
12/21/2021,21:15,Zone1,T1,819,63
12/21/2021,21:15,Zone1,T2,552,23
12/21/2021,21:15,Zone2,T1,791,59
12/21/2021,21:15,Zone2,T2,520,18
12/21/2021,21:15,Zone1,T3,0,0
12/21/2021,21:15,Zone1,T4,0,0
12/21/2021,21:16,Zone1,T1,827,65
12/21/2021,21:16,Zone1,T2,552,23
12/21/2021,21:16,Zone2,T1,819,63
12/21/2021,21:16,Zone2,T2,520,18
12/21/2021,21:16,Zone1,T3,0,0
12/21/2021,21:16,Zone1,T4,0,0
12/21/2021,21:17,Zone1,T1,813,62
12/21/2021,21:17,Zone1,T2,552,23
12/21/2021,21:17,Zone2,T1,798,60
12/21/2021,21:17,Zone2,T2,505,15
12/21/2021,21:17,Zone1,T3,0,0
12/21/2021,21:17,Zone1,T4,0,0
12/21/2021,21:18,Zone1,T1,761,54
12/21/2021,21:18,Zone1,T2,552,23
12/21/2021,21:18,Zone2,T1,827,65
12/21/2021,21:18,Zone2,T2,488,13
12/21/2021,21:19,Zone1,T1,840,67
12/21/2021,21:19,Zone1,T2,552,23
12/21/2021,21:19,Zone2,T1,815,63
12/21/2021,21:19,Zone2,T2,501,15
12/21/2021,21:19,Zone1,T3,0,0
12/21/2021,21:19,Zone1,T4,0,0
12/21/2021,21:20,Zone1,T1,853,69
12/21/2021,21:20,Zone1,T2,552,23
12/21/2021,21:20,Zone2,T1,836,66
12/21/2021,21:20,Zone2,T2,459,8
12/21/2021,21:22,Zone1,T1,840,67
12/21/2021,21:22,Zone1,T2,552,23
12/21/2021,21:22,Zone2,T1,836,66
12/21/2021,21:22,Zone2,T2,478,11
12/21/2021,21:22,Zone1,T3,0,0
12/21/2021,21:22,Zone1,T4,0,0
12/21/2021,21:23,Zone1,T1,840,67
12/21/2021,21:23,Zone1,T2,552,23
12/21/2021,21:23,Zone2,T1,798,60
12/21/2021,21:23,Zone2,T2,573,26
12/21/2021,21:23,Zone1,T3,0,0
12/21/2021,21:23,Zone1,T4,0,0
12/21/2021,21:24,Zone1,T1,778,57
12/21/2021,21:24,Zone1,T2,552,23
12/21/2021,21:24,Zone2,T1,851,68
12/21/2021,21:24,Zone2,T2,475,11
12/21/2021,21:24,Zone1,T3,0,0
12/21/2021,21:24,Zone1,T4,0,0
12/21/2021,21:25,Zone1,T1,815,63
12/21/2021,21:25,Zone1,T2,552,23
12/21/2021,21:25,Zone2,T1,825,64
12/21/2021,21:25,Zone2,T2,586,28
12/21/2021,21:25,Zone1,T3,0,0
12/21/2021,21:25,Zone1,T4,0,0
12/21/2021,21:27,Zone1,T1,832,65
12/21/2021,21:27,Zone1,T2,552,23
12/21/2021,21:27,Zone2,T1,851,68
12/21/2021,21:27,Zone2,T2,591,29
12/21/2021,21:27,Zone1,T3,0,0
12/21/2021,21:27,Zone1,T4,0,0
12/21/2021,21:28,Zone1,T1,804,61
12/21/2021,21:28,Zone1,T2,552,23
12/21/2021,21:28,Zone2,T1,772,56
12/21/2021,21:28,Zone2,T2,461,9
12/21/2021,21:28,Zone1,T3,0,0
12/21/2021,21:28,Zone1,T4,0,0
12/21/2021,21:29,Zone1,T1,838,66
12/21/2021,21:29,Zone1,T2,552,23
12/21/2021,21:29,Zone2,T1,787,58
12/21/2021,21:29,Zone2,T2,610,31
12/21/2021,21:29,Zone1,T3,0,0
12/21/2021,21:29,Zone1,T4,0,0
12/21/2021,21:30,Zone1,T1,804,61
12/21/2021,21:30,Zone1,T2,552,23
12/21/2021,21:30,Zone2,T1,863,70
12/21/2021,21:30,Zone2,T2,478,11
12/21/2021,21:30,Zone1,T3,0,0
12/21/2021,21:30,Zone1,T4,0,0
12/21/2021,21:31,Zone1,T1,785,58
12/21/2021,21:31,Zone1,T2,552,23
12/21/2021,21:31,Zone2,T1,851,68
12/21/2021,21:31,Zone2,T2,625,34
12/21/2021,21:31,Zone1,T3,0,0
12/21/2021,21:31,Zone1,T4,0,0
12/21/2021,21:32,Zone1,T1,692,44
12/21/2021,21:32,Zone1,T2,552,23
12/21/2021,21:32,Zone2,T1,825,64
12/21/2021,21:32,Zone2,T2,473,11
12/21/2021,21:32,Zone1,T3,0,0
12/21/2021,21:32,Zone1,T4,0,0
12/21/2021,21:33,Zone1,T1,776,57
12/21/2021,21:33,Zone1,T2,552,23
12/21/2021,21:33,Zone2,T1,821,64
12/21/2021,21:33,Zone2,T2,637,36
12/21/2021,21:33,Zone1,T3,0,0
12/21/2021,21:33,Zone1,T4,0,0
12/21/2021,21:34,Zone1,T1,791,59
12/21/2021,21:34,Zone1,T2,552,23
12/21/2021,21:34,Zone2,T1,840,67
12/21/2021,21:34,Zone2,T2,478,11
12/21/2021,21:34,Zone1,T3,0,0
12/21/2021,21:34,Zone1,T4,0,0
12/21/2021,21:36,Zone1,T1,768,56
12/21/2021,21:36,Zone1,T2,552,23
12/21/2021,21:36,Zone2,T1,832,65
12/21/2021,21:36,Zone2,T2,477,11
12/21/2021,21:36,Zone1,T3,0,0
12/21/2021,21:36,Zone1,T4,0,0
12/21/2021,21:39,Zone1,T1,802,61
12/21/2021,21:39,Zone1,T2,552,23
12/21/2021,21:39,Zone2,T1,840,67
12/21/2021,21:39,Zone2,T2,700,45
12/21/2021,21:39,Zone1,T3,0,0
12/21/2021,21:39,Zone1,T4,0,0
12/21/2021,21:40,Zone1,T1,795,60
12/21/2021,21:40,Zone1,T2,552,23
12/21/2021,21:40,Zone2,T1,793,59
12/21/2021,21:40,Zone2,T2,493,14
12/21/2021,21:40,Zone1,T3,0,0
12/21/2021,21:40,Zone1,T4,0,0
12/21/2021,21:41,Zone1,T1,757,54
12/21/2021,21:41,Zone1,T2,552,23
12/21/2021,21:41,Zone2,T1,832,65
12/21/2021,21:41,Zone2,T2,712,47
12/21/2021,21:41,Zone1,T3,0,0
12/21/2021,21:41,Zone1,T4,0,0
12/21/2021,21:42,Zone1,T1,813,62
12/21/2021,21:42,Zone1,T2,552,23
12/21/2021,21:42,Zone2,T1,815,63
12/21/2021,21:42,Zone2,T2,488,13
12/21/2021,21:42,Zone1,T3,0,0
12/21/2021,21:42,Zone1,T4,0,0
12/21/2021,21:43,Zone1,T1,765,55
12/21/2021,21:43,Zone1,T2,552,23
12/21/2021,21:44,Zone1,T1,806,61
12/21/2021,21:44,Zone1,T2,552,23
12/21/2021,21:44,Zone2,T1,838,66
12/21/2021,21:44,Zone2,T2,488,13
12/21/2021,21:44,Zone1,T3,0,0
12/21/2021,21:44,Zone1,T4,0,0
12/21/2021,21:45,Zone1,T1,787,58
12/21/2021,21:45,Zone1,T2,552,23
12/21/2021,21:45,Zone2,T1,830,65
12/21/2021,21:45,Zone2,T2,659,39
12/21/2021,21:45,Zone1,T3,0,0
12/21/2021,21:45,Zone1,T4,0,0
12/21/2021,21:46,Zone1,T1,772,56
12/21/2021,21:46,Zone1,T2,552,23
12/21/2021,21:46,Zone2,T1,846,67
12/21/2021,21:46,Zone2,T2,475,11
12/21/2021,21:46,Zone1,T3,0,0
12/21/2021,21:46,Zone1,T4,0,0
12/21/2021,21:47,Zone1,T1,772,56
12/21/2021,21:47,Zone1,T2,552,23
12/21/2021,21:47,Zone2,T1,830,65
12/21/2021,21:47,Zone2,T2,617,33
12/21/2021,21:47,Zone1,T3,0,0
12/21/2021,21:47,Zone1,T4,0,0
12/21/2021,21:48,Zone1,T1,793,59
12/21/2021,21:48,Zone1,T2,552,23
12/21/2021,21:48,Zone2,T1,813,62
12/21/2021,21:48,Zone2,T2,496,14
12/21/2021,21:48,Zone1,T3,0,0
12/21/2021,21:48,Zone1,T4,0,0
12/21/2021,21:49,Zone1,T1,819,63
12/21/2021,21:49,Zone1,T2,552,23
12/21/2021,21:49,Zone2,T1,819,63
12/21/2021,21:49,Zone2,T2,554,23
12/21/2021,21:49,Zone1,T3,0,0
12/21/2021,21:49,Zone1,T4,0,0
12/21/2021,21:50,Zone1,T1,735,51
12/21/2021,21:50,Zone1,T2,552,23
12/21/2021,21:50,Zone2,T1,813,62
12/21/2021,21:50,Zone2,T2,515,17
12/21/2021,21:50,Zone1,T3,0,0
12/21/2021,21:50,Zone1,T4,0,0
12/21/2021,21:51,Zone1,T1,793,59
12/21/2021,21:51,Zone1,T2,552,23
12/21/2021,21:52,Zone1,T1,778,57
12/21/2021,21:52,Zone1,T2,552,23
12/21/2021,21:52,Zone2,T1,844,67
12/21/2021,21:52,Zone2,T2,564,24
12/21/2021,21:53,Zone1,T1,770,56
12/21/2021,21:53,Zone1,T2,552,23
12/21/2021,21:53,Zone2,T1,817,63
12/21/2021,21:53,Zone2,T2,465,9
12/21/2021,21:53,Zone1,T3,0,0
12/21/2021,21:53,Zone1,T4,0,0
12/21/2021,21:54,Zone1,T1,817,63
12/21/2021,21:54,Zone1,T2,552,23
12/21/2021,21:55,Zone1,T1,832,65
12/21/2021,21:55,Zone1,T2,552,23
12/21/2021,21:55,Zone2,T1,844,67
12/21/2021,21:55,Zone2,T2,464,9
12/21/2021,21:56,Zone1,T1,817,63
12/21/2021,21:56,Zone1,T2,552,23
12/21/2021,21:56,Zone2,T1,817,63
12/21/2021,21:56,Zone2,T2,578,27
12/21/2021,21:56,Zone1,T3,0,0
12/21/2021,21:56,Zone1,T4,0,0
12/21/2021,21:57,Zone1,T1,825,64
12/21/2021,21:57,Zone1,T2,552,23
12/21/2021,21:57,Zone2,T1,844,67
12/21/2021,21:57,Zone2,T2,462,9
12/21/2021,21:57,Zone1,T3,0,0
12/21/2021,21:57,Zone1,T4,0,0
12/21/2021,21:58,Zone1,T1,791,59
12/21/2021,21:58,Zone1,T2,552,23
12/21/2021,21:58,Zone2,T1,844,67
12/21/2021,21:58,Zone2,T2,603,30
12/21/2021,21:58,Zone1,T3,0,0
12/21/2021,21:58,Zone1,T4,0,0
12/21/2021,21:59,Zone1,T1,682,42
12/21/2021,21:59,Zone1,T2,552,23
12/21/2021,21:59,Zone2,T1,844,67
12/21/2021,21:59,Zone2,T2,470,10
12/21/2021,21:59,Zone1,T3,0,0
12/21/2021,21:59,Zone1,T4,0,0
12/21/2021,22:00,Zone1,T1,804,61
12/21/2021,22:00,Zone1,T2,552,23
12/21/2021,22:00,Zone2,T1,793,59
12/21/2021,22:00,Zone2,T2,606,31
12/21/2021,22:00,Zone1,T3,0,0
12/21/2021,22:00,Zone1,T4,0,0
12/21/2021,22:01,Zone1,T1,776,57
12/21/2021,22:01,Zone1,T2,552,23
12/21/2021,22:01,Zone2,T1,836,66
12/21/2021,22:01,Zone2,T2,475,11
12/21/2021,22:02,Zone1,T1,783,58
12/21/2021,22:02,Zone1,T2,552,23
12/21/2021,22:02,Zone2,T1,855,69
12/21/2021,22:02,Zone2,T2,625,34
12/21/2021,22:02,Zone1,T3,0,0
12/21/2021,22:02,Zone1,T4,0,0
12/21/2021,22:03,Zone1,T1,802,61
12/21/2021,22:03,Zone1,T2,552,23
12/21/2021,22:03,Zone2,T1,785,58
12/21/2021,22:03,Zone2,T2,478,11
12/21/2021,22:03,Zone1,T3,0,0
12/21/2021,22:03,Zone1,T4,0,0
12/21/2021,22:04,Zone1,T1,791,59
12/21/2021,22:04,Zone1,T2,552,23
